X,Y,OBJECTID,ID,EXTERNO,DIRECCION,LOCALIDAD,EQUIPO,NUMEROINTERSECCIONES_POREQUIPO,UBICACIONEQUIPO,FECHAINSTALACION,OPERACIONACTUAL,FUNCIONAMIENTO,IMPLEMENTACION,TIPOINTERSECCION,GRUPOSENALES,TOTALGRUPOSENALES,NUMEROFASES,GRUPOSVEHICULARES,GRUPOS_BRT,GRUPOSPEATONALES,GRUPOSSONOROS,GRUPOSCICLISTAS,CANTIDADCONTADORES,FUNCIONDETECTORES,ZONAAUTOMATICA
-74.05390686,4.67292632200002,2021,142,1121,AK 15 X CL 88,CHAPINERO,C900,SENCILLA,SI,1999/12/24 00:00:00+00,NORMAL,CA-TF,DEFINITIVA,"PEATONAL, CICLISTA",4,4,2,2,N/A,22 (Exc),N/A,"43,44 (Exc)",0,N/A,1904
-74.04942961,4.67088489299999,2022,1421,1122,AK 11 X CL 88,CHAPINERO,ACTROS,SENCILLA,SI,2015/05/22 00:00:00+00,NORMAL,CA-TA,DEFINITIVA,"VEHICULAR, PEATONAL",7,7,2,"1,1A,2",N/A,"21,21A (Exc)","721,721A",NO,0,Fases por demanda peatonal sonoro,1904
-74.04469722,4.68000625600001,2023,1419,1123,AK 11 X CL 97,CHAPINERO,ACTROS,SENCILLA,SI,2015/02/16 00:00:00+00,NORMAL,CA-TA,DEFINITIVA,EXCLUSIVA PEATONAL,7,7,2,"1,1A,2",N/A,"21,21A (Exc)","721,721A",NO,0,Fases por demanda peatonal sonoro,1904
-74.06321857,4.66032616400003,2024,240,1128,KR 20A X AC 72,BARRIOS UNIDOS,C900,SENCILLA,SI,1984/06/16 00:00:00+00,PMT,BT-TF,DEFINITIVA,"VEHICULAR, PEATONAL",3,3,3,"2,3",N/A,22,N/A,NO,0,"Conteo, Brechas",1913
-74.06568639,4.65637026899998,2025,276,1129,KR 17 X AC 68,BARRIOS UNIDOS,ACTROS,SENCILLA,SI,1993/05/31 00:00:00+00,NORMAL,RP-TF,DEFINITIVA,"VEHICULAR, PEATONAL, CICLISTA",6,6,2,"2,4",N/A,"22,24,32",N/A,44,0,N/A,1906
-74.06680096,4.65456361600002,2026,300,1130,KR 17 X CL 66,BARRIOS UNIDOS,ACTROS,SENCILLA,SI,1983/11/11 00:00:00+00,NORMAL,RP-TF,DEFINITIVA,"VEHICULAR, PEATONAL, CICLISTA",7,7,3,"2,3",N/A,"22,23,32,33",N/A,43,0,N/A,1906
-74.06707717,4.65307541200002,2027,306,1131,KR 17 X CL 64,BARRIOS UNIDOS,ACTROS,DOBLE,SI,1998/05/03 00:00:00+00,NORMAL,RP-TF,DEFINITIVA,"VEHICULAR, PEATONAL",4,8,3,"4,12",N/A,"24,312",N/A,NO,0,N/A,1906
-74.06715139,4.65267332399998,2028,309,1131,KR 17 X CL 63C,BARRIOS UNIDOS,NO,DOBLE,NO,1998/05/03 00:00:00+00,NORMAL,RP-TF,DEFINITIVA,"VEHICULAR, PEATONAL",4,8,3,"2,3",N/A,"23,32",N/A,NO,0,N/A,1906
-74.062522,4.74127299999998,2029,1851,1132,KR 58C X AC 153,SUBA,C900,SENCILLA,SI,2024/11/25 00:00:00+00,NORMAL,BT-TA,DEFINITIVA,"VEHICULAR, PEATONAL",12,12,4,"1,2,3,4",N/A,"21,22,23,34","721,722,723,734",NO,0,N/A,1104
-74.04816024,4.66592482599998,2030,84,1137,KR 8 X AC 85,CHAPINERO,C900,SENCILLA,SI,2006/10/19 00:00:00+00,NORMAL,CA-TA,DEFINITIVA,"VEHICULAR, PEATONAL",7,7,3,"1,2,3,4",N/A,"22,23,34",N/A,NO,0,"Conteo, Brechas, Fases por demanda",1901
-74.04972822,4.66420052500001,2031,99,1138,KR 8 X AC 82,CHAPINERO,C900,SENCILLA,SI,2006/10/19 00:00:00+00,NORMAL,RP-TF,DEFINITIVA,"VEHICULAR, PEATONAL",8,8,3,"1,2,3,4",N/A,"21,22,23,34",N/A,NO,0,Cola - Siguiente Intersección,1908
-74.04696776,4.668307556,2032,76,1139,KR 8 X CL 87,CHAPINERO,C900,DOBLE,SI,2003/01/15 00:00:00+00,NORMAL,RP-TF,DEFINITIVA,"VEHICULAR, PEATONAL",7,14,4,"1,3,4A,12",N/A,"21,24A,212",N/A,NO,0,N/A,1901
-74.0476157,4.66701038100001,2033,80,1139,KR 8 X CL 86,CHAPINERO,NO,DOBLE,NO,2003/01/15 00:00:00+00,NORMAL,RP-TF,DEFINITIVA,"VEHICULAR, PEATONAL",7,14,3,"2,3A,4,11",N/A,"22,24,211",N/A,NO,0,N/A,1901
-74.04859543,4.66754554699997,2034,1366,1140,KR 9 X CL 86,CHAPINERO,C900,SENCILLA,SI,2015/11/25 00:00:00+00,PMT,RP-TF,DEFINITIVA,"VEHICULAR, PEATONAL",10,10,3,"1,2,3,4",N/A,"21,22,23,24,33,34",N/A,NO,0,N/A,1901
-74.06900402,4.66658563999999,2035,1348,1141,KR 28 X CL 74,BARRIOS UNIDOS,NO,DOBLE,NO,2015/08/27 00:00:00+00,NORMAL,CA-TA,DEFINITIVA,"VEHICULAR, PEATONAL, CICLISTA",11,21,3,"2,7,13",N/A,"22,32,213,313","722, 732, 7213",42,0,"Conteo, Brechas, Activación de sonoro",1914
-74.06952567,4.66694720599997,2036,1349,1141,KR 28A X CL 74,BARRIOS UNIDOS,C900,DOBLE,SI,2015/08/27 00:00:00+00,NORMAL,CA-TA,DEFINITIVA,"VEHICULAR, PEATONAL, CICLISTA",10,21,4,"1,3,93",N/A,"21,23,31","721, 723, 731",41,0,"Conteo, Brechas, Activación de sonoro",1914
-74.06740253,4.66842274999999,2037,315,1142,KR 28 X CL 76,BARRIOS UNIDOS,C900,SENCILLA,SI,2003/12/11 00:00:00+00,NORMAL,RP-TF,DEFINITIVA,"VEHICULAR, PEATONAL, CICLISTA",7,7,3,"2,4",N/A,"22,24,32",N/A,"43, 44",0,N/A,1914
-74.06285948,4.673443728,2038,237,1143,AK 24 X CL 85A,BARRIOS UNIDOS,C900,SENCILLA,SI,1995/02/06 00:00:00+00,NORMAL,RP-TF,DEFINITIVA,"VEHICULAR, PEATONAL",7,7,3,"1,2,3,4",N/A,"22,24,31",N/A,NO,0,N/A,1914
-74.0625113,4.6754962,2039,226,1144,AK 24 X CL 87,BARRIOS UNIDOS,C900,SENCILLA,SI,1993/07/07 00:00:00+00,NORMAL,RP-TF,DEFINITIVA,"VEHICULAR, PEATONAL, CICLISTA",8,8,2,"1,2,4",N/A,"21,24,32",N/A,"41, 42",0,N/A,1914
-74.06602097,4.66476825199999,2040,285,1145,AK 24 X AC 74,BARRIOS UNIDOS,C900,DOBLE,SI,1990/04/09 00:00:00+00,NORMAL,R-TF,DEFINITIVA,"VEHICULAR, PEATONAL",7,12,2,"1A,2,3",N/A,"21A,22,23,33",N/A,NO,0,"Conteo, Brechas",1914
-74.065375,4.66431499999999,2041,1823,1145,KR 23 X AC 74,BARRIOS UNIDOS,NO,DOBLE,NO,2024/05/14 00:00:00+00,NORMAL,R-TF,PROVISIONAL_PMT,"VEHICULAR, PEATONAL",5,12,2,"1,13",N/A,"21,213,31",N/A,NO,0,N/A,1914
-74.06636786,4.669629966,2042,1477,1146,KR 28 X CL 78,BARRIOS UNIDOS,C900,SENCILLA,SI,2016/08/11 00:00:00+00,NORMAL,RP-TF,DEFINITIVA,"VEHICULAR, PEATONAL",6,6,3,"2,3",N/A,"22,23,32,33",N/A,NO,0,N/A,1914
-74.06511958,4.67112266399999,2043,269,1147,KR 28 X AC 80,BARRIOS UNIDOS,C900,SENCILLA,SI,2003/12/11 00:00:00+00,NORMAL,CA-TA,DEFINITIVA,"VEHICULAR, PEATONAL",12,12,2,"2,3A,4A,792","3B,4B","22, 24,32,33","724, 733",NO,0,"Conteo, Brechas",1914
-74.06340031,4.66901425700001,2044,242,1148,AK 24 X AC 80,BARRIOS UNIDOS,C900,SENCILLA,SI,1997/09/04 00:00:00+00,NORMAL,CA-TA,DEFINITIVA,"VEHICULAR, PEATONAL, CICLISTA",29,29,3,"1,2,3A,4A,91,92,93,94","3B,4B","21,22,24A,24B,31,32,33A,33B,291,292","721, 723, 732, 734, 7291","41, 42",0,"Brechas, Activación de sonoro",1914
-74.0671208,4.66302125599998,2045,308,1149,AK 24 X AC 72,BARRIOS UNIDOS,C900,DOBLE,SI,1987/06/14 00:00:00+00,NORMAL,R-TF,DEFINITIVA,"VEHICULAR, PEATONAL",16,25,3,"1A,2,3,3A,5,6,14,14A",N/A,"21A,22,23,214,31A,32,33,314A",N/A,NO,0,"Conteo, Brechas",1914
-74.066482,4.66256099999998,2046,1432,1149,KR 23 X AC 72,BARRIOS UNIDOS,NO,DOBLE,NO,2024/05/14 00:00:00+00,NORMAL,R-TF,PROVISIONAL_PMT,"VEHICULAR, PEATONAL, CICLISTA",9,25,2,"1,4,13,13A",N/A,"21,213,31,34",N/A,44,0,N/A,1914
-74.06963021,4.65902671200001,2047,359,1150,AK 24 X AC 68,BARRIOS UNIDOS,ACTROS,SENCILLA,SI,1986/01/03 00:00:00+00,NORMAL,R-TA,DEFINITIVA,"VEHICULAR, PEATONAL",12,12,4,"1,2,4,8,91",N/A,"21,22,24,31,32,34",N/A,44,0,"Conteo, Brechas, Fases por demanda",1906
-74.07076436,4.65730673899998,2048,384,1151,AK 24 X CL 66,BARRIOS UNIDOS,C900,SENCILLA,SI,1997/01/03 00:00:00+00,NORMAL,R-TA,DEFINITIVA,"VEHICULAR, PEATONAL, CICLISTA",8,8,3,"1,2,3",N/A,"22,23,31,33",N/A,43,0,"Conteo, Brechas",1906
-74.057511,4.739802,2049,1895,1154,KR 55 X AC 153,SUBA,C900,SENCILLA,SI,2025/03/12 00:00:00+00,PMT,BT-TF,DEFINITIVA,"VEHICULAR, PEATONAL",12,12,3,"1,3,4, 92",N/A,"21, 22, 23, 34","721, 722, 723, 734",NO,0,Activación de sonoro,1104
-74.05875129,4.65718948400001,2050,178,1156,AK 11 X AC 72,CHAPINERO,ACTROS,SENCILLA,SI,1998/03/06 00:00:00+00,PMT,CA-TA,DEFINITIVA,"VEHICULAR, PEATONAL",8,8,3,"1,3,4,93",N/A,"21,23,31,34",N/A,NO,0,"Conteo, Brechas",1910
-74.04177812,4.67436165800001,2051,40,1157,AK 7 X CL 94,CHAPINERO,C900,SENCILLA,SI,1997/05/10 00:00:00+00,NORMAL,CA-TA,DEFINITIVA,"VEHICULAR, PEATONAL, CICLISTA",8,8,3,"1,2,2A,6,93",N/A,"21,32",N/A,42,0,"Conteo, Brechas, Fases por demanda peatonal",1907
-74.07193084,4.65401884599999,2052,1561,1158,AK 24 X CL 63C,BARRIOS UNIDOS,C900,SENCILLA,SI,2019/01/10 00:00:00+00,NORMAL,R-TA,DEFINITIVA,EXCLUSIVA PEATONAL,6,6,2,"1,2",N/A,"21,22",722,NO,0,Activación de sonoro,1906
